,buyer-count,player-count,accumulated-hours-played,player-frac-of-buyer,avg-hours-played,std-hours-played
Maszyny Rolnicze 2015,2,1,0.3,0.5,0.3,0.0
Mata Hari,2,0,0.0,0.0,0.0,0.0
Math Rescue,3,0,0.0,0.0,0.0,0.0
Max Gentlemen,5,1,0.2,0.2,0.2,0.0
Max Payne,33,16,81.10000000000001,0.48484848484848486,5.0687500000000005,8.556612939709265
Max Payne 2 The Fall of Max Payne,34,15,130.5,0.4411764705882353,8.7,13.639700457540428
Max Payne 3,118,93,1941.3999999999996,0.788135593220339,20.875268817204297,43.77435385740689
Max Payne 3 Season Pass,26,0,0.0,0.0,0.0,0.0
Max The Curse of Brotherhood,3,2,2.6,0.6666666666666666,1.3,0.5656854249492379
Max and the Magic Marker,1,1,1.2,1.0,1.2,0.0
Mayhem Intergalactic,1,0,0.0,0.0,0.0,0.0
Mays Mysteries The Secret of Dragonville,2,0,0.0,0.0,0.0,0.0
McPixel,28,19,51.699999999999996,0.6785714285714286,2.721052631578947,3.421269898633875
MechWarrior Online,19,8,47.199999999999996,0.42105263157894735,5.8999999999999995,14.190640778847364
Mechanic Escape,18,6,12.2,0.3333333333333333,2.033333333333333,0.8594571930391104
Mechanik Maszyn Rolniczych 2015,1,0,0.0,0.0,0.0,0.0
Medal of Honor Airborne,13,10,263.3,0.7692307692307693,26.330000000000002,45.22401156711137
Medal of Honor Pre-Order,113,0,0.0,0.0,0.0,0.0
Medal of Honor(TM) Multiplayer,113,40,249.89999999999992,0.35398230088495575,6.247499999999998,10.518896000860694
Medal of Honor(TM) Single Player,113,43,214.29999999999998,0.3805309734513274,4.983720930232558,7.943578725479142
Medieval Engineers,16,15,48.800000000000004,0.9375,3.2533333333333334,3.8690838093545508
Medieval II Total War,112,76,3284.0,0.6785714285714286,43.21052631578947,63.83481093979443
Medieval II Total War Kingdoms,79,34,1648.8000000000004,0.43037974683544306,48.494117647058836,95.69466576177831
Medieval Mercs,1,0,0.0,0.0,0.0,0.0
Mega Man Legacy Collection,2,1,6.4,0.5,6.4,0.0
Megabyte Punch,8,0,0.0,0.0,0.0,0.0
Melissa K. and the Heart of Gold Collector's Edition,4,2,9.399999999999999,0.5,4.699999999999999,0.8485281374238568
Meltdown,4,0,0.0,0.0,0.0,0.0
Memento Mori,1,0,0.0,0.0,0.0,0.0
Memento Mori 2,1,1,25.0,1.0,25.0,0.0
Memoir '44 Online,16,1,8.1,0.0625,8.1,0.0
Memoria,6,0,0.0,0.0,0.0,0.0
Memories of a Vagabond,16,9,31.1,0.5625,3.4555555555555557,2.7180466842528253
Men of War,24,12,288.1,0.5,24.008333333333336,35.41397922067533
Men of War Assault Squad,36,20,1259.6000000000001,0.5555555555555556,62.980000000000004,98.3098089018374
Men of War Assault Squad 2,19,18,1242.0000000000002,0.9473684210526315,69.00000000000001,86.96035607914544
Men of War Condemned Heroes,8,3,26.4,0.375,8.799999999999999,9.00721932674008
Men of War Red Tide,23,7,39.6,0.30434782608695654,5.6571428571428575,12.074747360070262
Men of War Vietnam,11,5,39.0,0.45454545454545453,7.8,7.440766089590506
Mensa Academy,2,2,1.4,1.0,0.7,0.0
Mercenary Kings,18,10,75.6,0.5555555555555556,7.56,8.653477143129614
Merchants of Kaidan,3,2,15.1,0.6666666666666666,7.55,3.747665940288701
Meridian New World,7,3,2.4,0.42857142857142855,0.7999999999999999,0.39999999999999997
Meridian Video and Soundtrack,2,0,0.0,0.0,0.0,0.0
Metal Drift,1,0,0.0,0.0,0.0,0.0
Metal Gear Solid Legacy,10,5,2.5,0.5,0.5,0.2345207879911715
Metal Planet,2,1,12.7,0.5,12.7,0.0
Metal Reaper Online,12,7,19.5,0.5833333333333334,2.7857142857142856,4.2502660981122
Metal War Online Retribution,8,4,6.8,0.5,1.7,2.356551152284485
Metaverse Construction Kit,3,3,0.5,1.0,0.16666666666666666,0.05773502691896257
Metro 2033,312,175,1565.7,0.5608974358974359,8.946857142857143,20.665090193593624
Metro 2033 Redux,63,38,253.69999999999996,0.6031746031746031,6.6763157894736835,6.590141458126853
Metro Conflict,25,16,70.3,0.64,4.39375,8.696701961088468
Metro Last Light,102,83,1101.9000000000003,0.8137254901960784,13.275903614457835,20.108022851961024
Metro Last Light Redux,62,28,247.89999999999998,0.45161290322580644,8.853571428571428,8.20995250326213
Metrocide,4,2,1.6,0.5,0.8,0.7071067811865476
Miasmata,9,7,11.8,0.7777777777777778,1.6857142857142857,1.3921548901236667
MicroVolts Surge,45,19,143.3,0.4222222222222222,7.542105263157896,17.443474290451356
Microsoft Flight,2,2,2.6,1.0,1.3,1.1313708498984762
Microsoft Flight Simulator X Steam Edition,34,28,543.7999999999998,0.8235294117647058,19.421428571428567,43.67841535877839
Middle-earth Shadow of Mordor,112,97,2324.4999999999986,0.8660714285714286,23.963917525773184,23.581437728146696
Midnight Club II,13,3,21.4,0.23076923076923078,7.133333333333333,6.206716791777545
Midnight Mysteries 3 Devil on the Mississippi,2,2,4.3,1.0,2.15,2.757716446627535
Midnight Mysteries 4 Haunted Houdini,2,2,5.4,1.0,2.7,2.4041630560342617
Midnight Mysteries Salem Witch Trials,2,2,4.0,1.0,2.0,1.2727922061357855
Might & Magic Clash of Heroes,12,7,148.8,0.5833333333333334,21.25714285714286,19.12022115831449
Might & Magic Duel of Champions,30,14,1465.1999999999998,0.4666666666666667,104.65714285714284,196.55379265380103
Might & Magic Duel of Champions - Christmas Alternate Art Cards Pack,1,0,0.0,0.0,0.0,0.0
Might & Magic Heroes Online,13,7,6.0,0.5384615384615384,0.8571428571428571,0.8303757038376121
Might & Magic Heroes VI,52,41,4139.500000000001,0.7884615384615384,100.96341463414636,189.53036400020125
Might & Magic Heroes VII ,4,4,367.2,1.0,91.8,173.52602110346447
Might & Magic X - Legacy ,8,7,259.5,0.875,37.07142857142857,32.12977405697682
Mightier,2,0,0.0,0.0,0.0,0.0
Mighty Gunvolt,4,2,1.0,0.5,0.5,0.14142135623730948
Millennium - A New Hope,1,1,2.2,1.0,2.2,0.0
Millie,2,1,15.2,0.5,15.2,0.0
Mind Path to Thalamus Enhanced Edition,3,3,14.8,1.0,4.933333333333334,5.4638203972434285
Mind Snares Alice's Journey,1,0,0.0,0.0,0.0,0.0
Minecraft Story Mode - A Telltale Games Series,7,7,46.400000000000006,1.0,6.628571428571429,3.9241620276241926
Miner Wars 2081,2,0,0.0,0.0,0.0,0.0
Miner Wars Arena ,2,0,0.0,0.0,0.0,0.0
Mini Metro,7,6,106.2,0.8571428571428571,17.7,18.25705343148231
Mini Motor Racing EVO,5,1,2.1,0.2,2.1,0.0
Mini Ninjas,24,2,9.0,0.08333333333333333,4.5,5.939696961966999
Minimon,1,1,14.8,1.0,14.8,0.0
Minimum,13,11,66.7,0.8461538461538461,6.0636363636363635,5.368849546648281
Mirror's Edge,189,119,533.3999999999999,0.6296296296296297,4.48235294117647,6.651209231956114
MirrorMoon EP,6,1,0.6,0.16666666666666666,0.6,0.0
Miscreated,5,4,27.1,0.8,6.775,4.224038352098617
Mishap 2 An Intentional Haunting,1,0,0.0,0.0,0.0,0.0
Mishap An Accidental Haunting,3,2,15.6,0.6666666666666666,7.8,1.9798989873223323
Missing Translation,11,5,6.5,0.45454545454545453,1.3,0.73824115301167
Mission Control NanoMech,1,1,4.1,1.0,4.1,0.0
Mitos.is The Game,73,55,203.39999999999998,0.7534246575342466,3.698181818181818,4.133892923996787
Mitsurugi Kamui Hikae,7,2,0.8999999999999999,0.2857142857142857,0.44999999999999996,0.35355339059327373
MoW Face Off M,3,1,3.0,0.3333333333333333,3.0,0.0
MoW Face Off XL,2,2,2.3,1.0,1.15,1.2020815280171309
Modular Combat,43,15,16.099999999999998,0.3488372093023256,1.0733333333333333,1.2343110667590278
Monaco,96,64,169.39999999999998,0.6666666666666666,2.6468749999999996,3.0494323567530888
Monday Night Combat,23,19,132.39999999999998,0.8260869565217391,6.9684210526315775,6.21673839382919
Monkey Island 2 Special Edition,27,9,60.900000000000006,0.3333333333333333,6.7666666666666675,7.173214063444642
Monochroma,1,1,6.0,1.0,6.0,0.0
Monopoly,4,4,18.9,1.0,4.725,3.4072227204376686
Monster Bash,3,1,0.2,0.3333333333333333,0.2,0.0
Monster Loves You!,3,1,3.8,0.3333333333333333,3.8,0.0
Monstrum ,2,0,0.0,0.0,0.0,0.0
Montague's Mount,3,1,0.4,0.3333333333333333,0.4,0.0
Monuments of Mars,3,0,0.0,0.0,0.0,0.0
Moon Breakers,18,3,1.6,0.16666666666666666,0.5333333333333333,0.20816659994661327
Moonbase Alpha,60,35,77.7,0.5833333333333334,2.22,8.845962854518971
Moonrise,4,3,3.5,0.75,1.1666666666666667,0.9814954576223637
Moonrise Base Game + Guildmaster's Pack,1,0,0.0,0.0,0.0,0.0
Moonrise Base Game + Warden's Pack,1,0,0.0,0.0,0.0,0.0
Mordheim City of the Damned,2,2,33.6,1.0,16.8,20.08183258569795
Morphopolis,13,4,9.3,0.3076923076923077,2.325,0.27537852736430524
Mortal Kombat Kollection,58,17,37.099999999999994,0.29310344827586204,2.1823529411764704,5.2032724431502775
Mortal Kombat Komplete Edition,71,65,1324.2999999999995,0.9154929577464789,20.373846153846145,70.1151046425694
Mortal Kombat Legacy - Ep. 3 Johnny Cage,11,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy - Ep. 4 Kitana & Mileena (Part 1),10,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy - Ep. 5 Kitana & Mileena (Part 2),10,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy - Ep. 6 Raiden,11,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy - Ep. 7 Scorpion and Sub-Zero (Part 1),10,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy - Ep. 8 Scorpion and Sub-Zero (Part 2),10,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy - Ep. 9 Cyrax & Sektor,12,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy II - Ep. 1 Reunited in Macau,6,1,0.2,0.16666666666666666,0.2,0.0
Mortal Kombat Legacy II - Ep. 10 Liu Kang and Kung Lao,7,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy II - Ep. 2 The Fall of Liu Kang,6,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy II - Ep. 3 Kenshi's Origin,6,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy II - Ep. 4 Kenshi Encounters Ermac,6,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy II - Ep. 5 Kitana and Mileena,6,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy II - Ep. 6 Johnny Cage,6,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy II - Ep. 7 Scorpion and Sub-Zero (Part 1),7,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy II - Ep. 8 Scorpion and Sub-Zero (Part 2),7,0,0.0,0.0,0.0,0.0
Mortal Kombat Legacy II - Ep. 9 Liu Kang,6,0,0.0,0.0,0.0,0.0
Mortal Kombat X,38,38,2598.099999999999,1.0,68.37105263157892,223.8919031017819
Mortal Online,41,12,16.2,0.2926829268292683,1.3499999999999999,1.6189222003879897
Mosby's Confederacy,1,0,0.0,0.0,0.0,0.0
MotoGP13,1,1,2.9,1.0,2.9,0.0
MotoGP13 2012 Top Riders,1,0,0.0,0.0,0.0,0.0
MotoGP13 Moto2 and Moto3,1,0,0.0,0.0,0.0,0.0
MotoGP14,2,2,97.4,1.0,48.7,47.093311627024065
MotoGP14 Laguna Seca Redbull US Grand Prix DLC,1,0,0.0,0.0,0.0,0.0
Motorbike,1,1,1.2,1.0,1.2,0.0
Motte Island,1,0,0.0,0.0,0.0,0.0
Mount & Blade,50,29,727.4999999999999,0.58,25.08620689655172,41.76795357463432
Mount & Blade Warband,130,113,20636.8,0.8692307692307693,182.62654867256637,426.0124396695014
Mount & Blade Warband - Napoleonic Wars,48,0,0.0,0.0,0.0,0.0
Mount & Blade Warband - Viking Conquest Reforged Edition,19,0,0.0,0.0,0.0,0.0
Mount & Blade With Fire and Sword,62,44,1493.0,0.7096774193548387,33.93181818181818,46.644458145497886
Mount Your Friends,22,15,72.0,0.6818181818181818,4.8,6.47533782902483
Mountain,19,12,308.2,0.631578947368421,25.683333333333334,62.69620596514787
Mountain Crime Requital,1,1,3.8,1.0,3.8,0.0
Movie Studio 13 Platinum - Steam Powered,1,1,166.0,1.0,166.0,0.0
Mr. Bree+,1,1,1.5,1.0,1.5,0.0
Mr. Robot,3,1,0.1,0.3333333333333333,0.1,0.0
Ms. Splosion Man,5,0,0.0,0.0,0.0,0.0
Muffin Knight,4,0,0.0,0.0,0.0,0.0
Multiwinia,38,6,35.7,0.15789473684210525,5.95,5.7569957443097
Munin,2,0,0.0,0.0,0.0,0.0
Murder Miners,24,5,7.6,0.20833333333333334,1.52,0.967987603226405
Musclecar Online,1,0,0.0,0.0,0.0,0.0
Mushroom 11,1,1,0.7,1.0,0.7,0.0
Mushroom Men Truffle Trouble ,1,0,0.0,0.0,0.0,0.0
Music Creator 6 Touch,1,1,23.0,1.0,23.0,0.0
Mutant Mudds Deluxe,5,2,169.9,0.4,84.95,99.0656600442353
Mutant Storm Reloaded,1,0,0.0,0.0,0.0,0.0
My Bones,1,0,0.0,0.0,0.0,0.0
My Lands,17,4,15.7,0.23529411764705882,3.925,7.384386681821765
My Lands Miners Luck - Starter DLC Pack,1,0,0.0,0.0,0.0,0.0
Myst Masterpiece Edition,6,4,9.5,0.6666666666666666,2.375,3.8169577763798577
Myst V,3,2,0.5,0.6666666666666666,0.25,0.07071067811865474
Mystery Masters Psycho Train Deluxe Edition,1,0,0.0,0.0,0.0,0.0
Mystery P.I. The Lottery Ticket,2,2,17.099999999999998,1.0,8.549999999999999,6.576093065034891
Mystery P.I. The New York Fortune,1,0,0.0,0.0,0.0,0.0
Mystery PI The Vegas Heist,2,2,18.900000000000002,1.0,9.450000000000001,12.94005409571382
Mystery of Neuschwanstein,1,1,1.2,1.0,1.2,0.0
Mystic Towers,3,0,0.0,0.0,0.0,0.0
N.P.P.D. RUSH - The milk of Ultra violet,5,1,2.7,0.2,2.7,0.0
NAM,2,0,0.0,0.0,0.0,0.0
NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full Burst,42,37,692.3000000000002,0.8809523809523809,18.710810810810816,21.93761082635866
NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution,16,13,195.7,0.8125,15.053846153846154,11.221750857495113
NASCAR '14,5,3,10.8,0.6,3.6,5.204805471869242
NASCAR '15 Paint Pack 1,3,0,0.0,0.0,0.0,0.0
NASCAR The Game 2013,1,1,2.2,1.0,2.2,0.0
NBA 2K10,2,0,0.0,0.0,0.0,0.0
NBA 2K11,2,1,0.2,0.5,0.2,0.0
NBA 2K12,3,2,182.5,0.6666666666666666,91.25,126.92566722298528
NBA 2K13,8,6,304.7,0.75,50.78333333333333,38.39168746833963
NBA 2K14,18,16,1491.4999999999998,0.8888888888888888,93.21874999999999,106.96350292662135
NBA 2K15,23,20,2714.7,0.8695652173913043,135.73499999999999,125.66273690863342
NBA 2K16,13,12,993.3,0.9230769230769231,82.77499999999999,99.23020182658834
NBA 2K9,14,7,228.6,0.5,32.65714285714286,74.36497511469713
NEED FOR MADNESS ?,4,2,4.3,0.5,2.15,2.616295090390226
NEKOPARA Vol. 0,7,6,13.299999999999999,0.8571428571428571,2.2166666666666663,1.5879756505270055
NEKOPARA Vol. 1,9,9,44.199999999999996,1.0,4.9111111111111105,4.806361525219582
NEO AQUARIUM - The King of Crustaceans -,1,0,0.0,0.0,0.0,0.0
NEO Scavenger,8,4,21.9,0.5,5.475,3.556566696501932
NEON STRUCT,2,0,0.0,0.0,0.0,0.0
NEON STRUCT Soundtrack & Artbook,2,0,0.0,0.0,0.0,0.0
NEOTOKYO,68,15,33.4,0.22058823529411764,2.2266666666666666,7.137072896069475
NOBUNAGA'S AMBITION Kakushin with Power Up Kit,1,1,267.0,1.0,267.0,0.0
NOBUNAGA'S AMBITION Sphere of Influence,3,3,167.3,1.0,55.76666666666667,42.91693527424032
NOT A HERO,3,3,25.6,1.0,8.533333333333333,4.8757905341937455
NS2 Combat,1,0,0.0,0.0,0.0,0.0
Nail'd,5,5,4.2,1.0,0.8400000000000001,0.9181503144910423
NaissanceE,3,1,2.7,0.3333333333333333,2.7,0.0
Namariel Legends Iron Lord Premium Edition,1,0,0.0,0.0,0.0,0.0
Nancy Drew Alibi in Ashes,1,1,4.7,1.0,4.7,0.0
Nancy Drew Curse of Blackmoor Manor ,2,1,6.7,0.5,6.7,0.0
Nancy Drew Danger By Design,2,1,7.2,0.5,7.2,0.0
Nancy Drew Danger on Deception Island ,2,1,5.4,0.5,5.4,0.0
Nancy Drew Dossier Resorting to Danger!,1,0,0.0,0.0,0.0,0.0
Nancy Drew Ghost Dogs of Moon Lake ,2,2,10.2,1.0,5.1,1.1313708498984767
Nancy Drew Ghost of Thornton Hall,2,2,11.0,1.0,5.5,0.9899494936611668
Nancy Drew Last Train to Blue Moon Canyon,2,1,4.0,0.5,4.0,0.0
Nancy Drew Legend of the Crystal Skull ,1,0,0.0,0.0,0.0,0.0
"Nancy Drew Lights, Camera, Curses!",2,1,2.9,0.5,2.9,0.0
Nancy Drew Ransom of the Seven Ships ,3,2,10.8,0.6666666666666666,5.4,1.2727922061357857
Nancy Drew Secret of the Old Clock,1,0,0.0,0.0,0.0,0.0
Nancy Drew Secret of the Scarlet Hand ,2,1,3.5,0.5,3.5,0.0
Nancy Drew Secrets can Kill,2,1,3.8,0.5,3.8,0.0
Nancy Drew Shadow at the Water's Edge,2,1,12.3,0.5,12.3,0.0
Nancy Drew The Captive Curse,1,1,7.4,1.0,7.4,0.0
Nancy Drew The Creature of Kapu Cave,1,1,1.6,1.0,1.6,0.0
Nancy Drew The Deadly Device,2,2,16.6,1.0,8.3,3.1112698372208087
Nancy Drew The Haunted Carousel,1,1,5.9,1.0,5.9,0.0
Nancy Drew The Haunting of Castle Malloy,1,0,0.0,0.0,0.0,0.0
Nancy Drew The Phantom of Venice,1,0,0.0,0.0,0.0,0.0
Nancy Drew The White Wolf of Icicle Creek,2,1,13.3,0.5,13.3,0.0
Nancy Drew Tomb of the Lost Queen,2,2,14.4,1.0,7.2,1.6970562748477143
Nancy Drew Trail of the Twister,1,0,0.0,0.0,0.0,0.0
Nancy Drew Warnings at Waverly Academy,2,1,5.8,0.5,5.8,0.0
Nandeyanen!? - The 1st Stra,1,0,0.0,0.0,0.0,0.0
Naninights,2,0,0.0,0.0,0.0,0.0
Napoleon Total War,167,135,9966.000000000004,0.8083832335329342,73.82222222222225,195.5676558379485
Narcissu 1st & 2nd,26,8,16.400000000000002,0.3076923076923077,2.0500000000000003,2.434865792722759
Narco Terror,1,1,3.3,1.0,3.3,0.0
Nation Red,17,13,87.00000000000001,0.7647058823529411,6.692307692307693,13.40587318668336
National Zombie Park,2,0,0.0,0.0,0.0,0.0
Natural Selection 2,130,97,2498.899999999999,0.7461538461538462,25.761855670103085,146.99239878540416
Natural Selection 2 - Kodiak Pack,1,0,0.0,0.0,0.0,0.0
Natural Selection 2 - Reaper Pack,1,0,0.0,0.0,0.0,0.0
Naval War Arctic Circle,4,1,27.0,0.25,27.0,0.0
Naval Warfare,6,1,0.6,0.16666666666666666,0.6,0.0
Navy Field 2  Conqueror of the Ocean,46,17,37.7,0.3695652173913043,2.2176470588235295,5.4706301389919485
Nearwood - Collector's Edition,1,0,0.0,0.0,0.0,0.0
NecroVisioN,4,0,0.0,0.0,0.0,0.0
NecroVisioN Lost Company,4,1,0.5,0.25,0.5,0.0
Necronomicon The Dawning of Darkness,1,1,0.3,1.0,0.3,0.0
Need for Speed Hot Pursuit,62,56,612.6,0.9032258064516129,10.939285714285715,18.279801854619645
Need for Speed SHIFT,14,10,50.7,0.7142857142857143,5.07,8.022198368693376
Need for Speed Undercover,17,12,116.2,0.7058823529411765,9.683333333333334,12.027380379279554
Neighbours from Hell,6,1,1.5,0.16666666666666666,1.5,0.0
Neighbours from Hell 2,6,1,0.3,0.16666666666666666,0.3,0.0
Nether,38,34,261.49999999999994,0.8947368421052632,7.691176470588234,14.642908463517237
Nether - Believer,5,0,0.0,0.0,0.0,0.0
Nether - Chosen,7,0,0.0,0.0,0.0,0.0
Nether Arena,12,0,0.0,0.0,0.0,0.0
Nethergate Resurrection,4,0,0.0,0.0,0.0,0.0
Never Alone (Kisima Ingitchuna),11,6,64.89999999999999,0.5454545454545454,10.816666666666665,21.68256596131248
Never Alone Original Soundtrack,4,0,0.0,0.0,0.0,0.0
Neverending Nightmares,5,3,5.4,0.6,1.8,1.6093476939431082
Nevermind,1,1,36.0,1.0,36.0,0.0
Neverwinter,288,136,3451.4999999999995,0.4722222222222222,25.378676470588232,67.57731638713648
Neverwinter Nights 2 Platinum,14,12,518.4,0.8571428571428571,43.199999999999996,86.51972975202614
New Star Soccer 5,1,1,12.2,1.0,12.2,0.0
New kind of adventure,8,3,7.6,0.375,2.533333333333333,0.15275252316519475
Next Car Game Sneak Peek 2.0,28,16,12.699999999999998,0.5714285714285714,0.7937499999999998,0.8086769029305421
Next Car Game Wreckfest,31,28,119.30000000000003,0.9032258064516129,4.260714285714287,8.30530126488673
Nexuiz,20,4,2.0,0.2,0.5,0.2943920288775949
Nexuiz Beta,20,0,0.0,0.0,0.0,0.0
Nexuiz STUPID Mode,20,0,0.0,0.0,0.0,0.0
Nexus The Jupiter Incident,4,3,5.6,0.75,1.8666666666666665,1.3012814197295424
NiGHTS into Dreams...,18,3,2.0,0.16666666666666666,0.6666666666666666,0.46188021535170065
Nidhogg,35,32,124.99999999999999,0.9142857142857143,3.9062499999999996,6.637038666307777
Night Mysteries The Amphora Prisoner,1,1,1.8,1.0,1.8,0.0
NightShift Code,1,1,2.4,1.0,2.4,0.0
NightSky,37,10,5.6000000000000005,0.2702702702702703,0.56,0.3977715704047013
Nightbanes,6,3,297.0,0.5,99.0,90.71383576941281
Nightmares from the Deep 2 The Siren`s Call,4,3,16.3,0.75,5.433333333333334,1.7897858344878401
Nightmares from the Deep 3 Davy Jones,3,1,5.9,0.3333333333333333,5.9,0.0
Nightmares from the Deep The Cursed Heart,4,3,13.9,0.75,4.633333333333334,3.055050463303893
Nightside,1,0,0.0,0.0,0.0,0.0
Nihilumbra,9,4,7.9,0.4444444444444444,1.975,1.1176612486199327
Nikopol Secrets of the Immortals,12,1,0.6,0.08333333333333333,0.6,0.0
Nimble Quest,3,2,4.3,0.6666666666666666,2.15,2.757716446627535
Nimble Writer,1,1,10.6,1.0,10.6,0.0
Nimbus,6,3,1.6,0.5,0.5333333333333333,0.7505553499465134
Ninja Guy,1,0,0.0,0.0,0.0,0.0
Ninja Reflex Steamworks Edition,2,2,2.0,1.0,1.0,1.1313708498984762
No More Room in Hell,438,230,1321.2000000000005,0.5251141552511416,5.744347826086958,10.53320548053073
No Time To Explain Remastered,9,3,17.3,0.3333333333333333,5.766666666666667,6.3877486905273075
No Time to Explain,5,3,4.1,0.6,1.3666666666666665,0.8020806277010643
Nobunaga's Ambition Souzou with Power Up Kit,3,3,445.0,1.0,148.33333333333334,74.19793348425098
Noir Syndrome,2,2,1.9,1.0,0.95,0.7778174593052023
Nom Nom Galaxy,1,1,8.0,1.0,8.0,0.0
Nomad,2,0,0.0,0.0,0.0,0.0
Nosferatu The Wrath of Malachi,28,11,18.099999999999998,0.39285714285714285,1.6454545454545453,1.9382278691442019
Nosgoth,354,171,1320.8999999999996,0.4830508474576271,7.72456140350877,24.49912805676552
Nostradamus The Last Prophecy,1,1,14.4,1.0,14.4,0.0
Not The Robots,5,3,6.1,0.6,2.033333333333333,2.0033305601755624
NotGTAV,7,5,6.0,0.7142857142857143,1.2,1.51657508881031
Nuclear Dawn,24,12,101.50000000000001,0.5,8.458333333333334,13.562612937666906
Nuclear Throne,11,11,65.2,1.0,5.927272727272728,8.1485079504276
Numba Deluxe,8,1,0.4,0.125,0.4,0.0
Numen Contest of Heroes,4,2,1.2999999999999998,0.5,0.6499999999999999,0.0707106781186547
Nux,12,2,8.2,0.16666666666666666,4.1,2.82842712474619
Nyctophilia,4,0,0.0,0.0,0.0,0.0
NyxQuest,4,2,12.0,0.5,6.0,2.687005768508881
O.R.B.,2,1,0.7,0.5,0.7,0.0
OCEAN CITY RACING,1,1,0.5,1.0,0.5,0.0
OH! RPG!,2,0,0.0,0.0,0.0,0.0
OMSI 2,5,5,537.8,1.0,107.55999999999999,137.2730417816987
OMSI 2 Add-on Three Generations,1,0,0.0,0.0,0.0,0.0
ONE PIECE PIRATE WARRIORS 3,4,3,5.5,0.75,1.8333333333333333,1.0969655114602892
ORION Prelude,123,80,407.10000000000014,0.6504065040650406,5.088750000000002,7.840772917047711
OTTTD,3,2,3.8,0.6666666666666666,1.9,0.5656854249492379
Obludia,1,1,3.0,1.0,3.0,0.0
Obscure,2,1,7.9,0.5,7.9,0.0
Obscure 2,1,1,1.0,1.0,1.0,0.0
Obulis,9,4,11.2,0.4444444444444444,2.8,2.8600699292150185
Oceanhorn Monster of Uncharted Seas,1,1,0.2,1.0,0.2,0.0
Octodad Dadliest Catch,27,24,148.20000000000002,0.8888888888888888,6.175000000000001,8.658910966769133
Octodad Free Avatar,2,0,0.0,0.0,0.0,0.0
Oddworld Abe's Exoddus,23,8,21.7,0.34782608695652173,2.7125,3.219777055281046
Oddworld Abe's Oddysee,58,15,28.399999999999995,0.25862068965517243,1.893333333333333,2.3852123794828204
Oddworld Munch's Oddysee,12,2,1.5,0.16666666666666666,0.75,0.6363961030678927
Oddworld New 'n' Tasty,8,6,23.0,0.75,3.8333333333333335,3.6406959041736333
Oddworld Stranger's Wrath HD,15,9,17.3,0.6,1.9222222222222223,2.8300961899632395
Odyssey Reborn,3,0,0.0,0.0,0.0,0.0
Of Guards And Thieves,2,2,4.0,1.0,2.0,0.4242640687119285
Of Orcs And Men,14,6,43.4,0.42857142857142855,7.233333333333333,11.267061137078588
Off-Road Drive,1,0,0.0,0.0,0.0,0.0
Offspring Fling!,15,3,7.8,0.2,2.6,1.3892443989449805
Offworld Trading Company,6,6,78.5,1.0,13.083333333333334,12.953673867543008
Oh...Sir!,1,1,0.1,1.0,0.1,0.0
Ohm Studio,4,1,0.1,0.25,0.1,0.0
Oil Rush,26,9,21.400000000000002,0.34615384615384615,2.377777777777778,3.4277462631362385
Oknytt,1,0,0.0,0.0,0.0,0.0
OlliOlli,12,2,11.4,0.16666666666666666,5.7,7.212489168102786
Omegalodon,2,1,8.8,0.5,8.8,0.0
Omerta - City of Gangsters,24,17,292.8,0.7083333333333334,17.223529411764705,22.701363654298518
Omerta - City of Gangsters The Bulgarian Colossus,8,0,0.0,0.0,0.0,0.0
Omerta - Damsel in Distress,6,0,0.0,0.0,0.0,0.0
Omerta - The Con Artist,6,0,0.0,0.0,0.0,0.0
Omerta - The Japanese Incentive,5,0,0.0,0.0,0.0,0.0
"On the Rain-Slick Precipice of Darkness, Episode One",16,5,53.6,0.3125,10.72,17.232150185046557
"On the Rain-Slick Precipice of Darkness, Episode Two",16,2,81.5,0.125,40.75,30.05203820042827
"Once Bitten, Twice Dead",1,0,0.0,0.0,0.0,0.0
One Day For Ched,1,0,0.0,0.0,0.0,0.0
One Finger Death Punch,31,22,180.20000000000005,0.7096774193548387,8.190909090909093,9.30462809015513
One Late Night Deadline,1,1,0.2,1.0,0.2,0.0
One Manga Day,8,3,1.5,0.375,0.5,0.30000000000000004
One Night,1,1,0.4,1.0,0.4,0.0
One Way Heroics,14,5,17.7,0.35714285714285715,3.54,5.917600865215565
One Way To Die Steam Edition,4,1,0.1,0.25,0.1,0.0
Oniken,2,1,12.1,0.5,12.1,0.0
